Signature	DrugBank_ID	DrugBank_Name	Enrichment_Score	Normalized_Enrichment_Score	p-value	FDR	Cell_Line
PCLB001_JURKAT_6H:BRD-K07572174-001-22-0:0.37	DB11672	Curcumin	-0.17497372864140323	-0.9607381433819411	0.6295743091859597	0.7502396968373533	JURKAT
DOSBIO001_NPC_24H:BRD-K81418486:3.33333	DB02546	Vorinostat	0.18163290462677725	0.9632340442767815	0.6296756383712906	0.7502396968373533	NPC
NMH002_NPC_6H:BRD-K00959089-001-02-2:10	DB04795	Thenoyltrifluoroacetone	-0.18383793111203417	-0.9638342582771865	0.6297760210803689	0.7502396968373533	NPC
NMH002_NEU_24H:BRD-K67860401-001-04-9:10	DB01950	AR-AO-14418	-0.17406711800097874	-0.9602844960011002	0.6303686579875897	0.7507852349621421	NEU
NMH002_NEU_6H:BRD-A75409952-001-04-0:10	DB08059	Wortmannin	-0.15586361066322738	-0.9737334945792517	0.6309523809523809	0.7513199255348368	NEU
CPC013_NPC_24H:BRD-K16478699-001-01-9:10	DB06999	PLX-4720	-0.18153249937774388	-0.9615613745652305	0.6320939334637965	0.7525184931924822	NPC
LJP007_NPC.CAS9_24H:K24	DB01590	Everolimus	0.17574031741726337	0.9620902806297761	0.632731616671091	0.7531116944042067	NPC.CAS9
LPROT001_NPC.TAK_6H:I02	DB03068	Zebularine	-0.1749508439750753	-0.9641496933172725	0.632862428523377	0.7531116944042067	NPC.TAK
LJP007_NPC.TAK_24H:P04	DB09054	Idelalisib	-0.18573228676585946	-0.9605450146267605	0.6331440026729035	0.7532859489645174	NPC.TAK
CPC006_SKM1_6H:BRD-K77947974-001-05-6:4.21	DB04842	Fluspirilene	0.17694009378520426	0.9592225740103371	0.6349310571240971	0.7552508989350656	SKM1
NMH002_NPC_6H:BRD-K40438880-001-03-8:10	DB03566	Spermidine	-0.16965948006449622	-0.9581120333832203	0.6369663836221938	0.7575102671879899	NPC
LJP009_NPC_24H:L23	DB12588	AZD-1480	-0.17502451964259869	-0.961879891446447	0.6377204884667571	0.7582453077460972	NPC
LJP009_NPC.CAS9_24H:F06	DB11962	GSK-1059615	0.1885984943066356	0.9595541899227464	0.6387928324426281	0.7593583382459392	NPC.CAS9
CPC006_PL21_6H:BRD-A71390734-001-01-7:0.08	DB01177	Idarubicin	-0.1785513647993252	-0.960092579849544	0.6397142857142857	0.760214134304295	PL21
CPC006_THP1_6H:BRD-K68185022-001-06-4:70.07	DB15588	Ursolic acid	0.1821638035697712	0.9579327787492214	0.6397855227882038	0.760214134304295	THP1
CPC017_NPC_24H:BRD-A34907681-001-01-7:10	DB01698	Rutin	-0.16896527467092123	-0.9671956101285096	0.6401429035401104	0.7604766718526376	NPC
LJP007_NPC.CAS9_24H:P09	DB07859	4-(4-CHLOROPHENYL)-4-[4-(1H-PYRAZOL-4-YL)PHENYL]PIPERIDINE	-0.18519732557623014	-0.9580077008035013	0.6415697984429988	0.7620093877096261	NPC.CAS9
CPC006_PL21_6H:BRD-K18849474-001-01-0:79.44	DB12181	Dalcetrapib	-0.1696862036833963	-0.966040934685997	0.642046770085668	0.7623543311349589	PL21
PCLB001_JURKAT_6H:BRD-A58955223-001-02-0:0.37	DB12422	Sulforaphane	-0.19032947263087394	-0.9621044350482688	0.6421337611551188	0.7623543311349589	JURKAT
AML001_U937_6H:BRD-K26684619:0.37037	DB08784	2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID	-0.18953148334760705	-0.9597859327631704	0.6425719258728371	0.7627120772604757	U937
NMH002_NEU_6H:BRD-K76773351-001-03-5:10	DB04769	5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE	-0.20359035133165632	-0.9635072284845352	0.6428428428428429	0.762795645466977	NEU
NMH002_NEU_6H:BRD-K87714311-001-01-9:10	DB03068	Zebularine	-0.17474554711355328	-0.9625290266431533	0.642948512951711	0.762795645466977	NEU
NMH001_NPC_24H:BRD-K56060837-001-01-9:10	DB04275	N-acetylserotonin	-0.1924077503921273	-0.9615880026792359	0.6430528772962549	0.762795645466977	NPC
CPC015_NPC_24H:BRD-A64092382-003-09-2:10	DB07129	(2R)-1-(2,6-dimethylphenoxy)propan-2-amine	0.16655180744068931	0.9622427935812259	0.643407864302236	0.7630543480043964	NPC
CPC016_NPC_24H:BRD-K76810206-001-06-5:10	DB00699	Nicergoline	0.17535417180291973	0.958756725915137	0.6446466060181946	0.7642260448626462	NPC
CPC013_NEU_24H:BRD-K82164249-001-01-9:10	DB07423	Andarine	-0.16496970234653643	-0.9739922815244916	0.6446700507614214	0.7642260448626462	NEU
LJP007_JURKAT_24H:H08	DB09053	Ibrutinib	0.17238175949526616	0.9650727298971628	0.6450858034321373	0.7645562977526543	JURKAT
LJP007_NPC_24H:J20	DB03044	Doramapimod	0.1858555958274482	0.9566805930010377	0.6455179817498659	0.7649058737826854	NPC
LJP008_NPC.TAK_24H:M16	DB01262	Decitabine	-0.17681909087737752	-0.9577470349060574	0.6464646464646465	0.7658648117734197	NPC.TAK
LJP007_JURKAT_24H:P03	DB09054	Idelalisib	0.18266059970065335	0.9569219134421918	0.6466469751668308	0.7659180279600329	JURKAT
LJP007_NPC.TAK_24H:M20	DB12874	Quizartinib	0.16619825457906595	0.9798273730076542	0.6470588235294118	0.7662430172833952	NPC.TAK
NMH002_NEU_24H:BRD-K52313696-001-08-1:10	DB12291	Tacedinaline	-0.1553358362609362	-0.9691822301655308	0.6472663139329806	0.766325920531528	NEU
CPC016_NPC_24H:BRD-A51393488-003-01-9:10	DB06174	Noscapine	-0.18373346719629227	-0.9596815047009934	0.647838143165246	0.7666800685612714	NPC
CPC006_PL21_6H:BRD-A19500257:10	DB02424	Geldanamycin	-0.16538032152622326	-0.9711641599227198	0.6478405315614618	0.7666800685612714	PL21
LJP009_NPC_24H:A04	DB05134	Tanespimycin	0.2061997277847696	0.9657254274022292	0.6492544781346943	0.7681902910470784	NPC
LJP007_JURKAT_24H:G11	DB11963	Dacomitinib	-0.16987866273602112	-0.966380319460216	0.6497022198159177	0.7685569128297804	JURKAT
CPC018_NPC_24H:BRD-K15567136-003-18-1:10	DB01113	Papaverine	-0.16658847075494246	-0.9657683482488082	0.650686933645133	0.7695584485758479	NPC
NMH002_NEU_6H:BRD-K46018455-001-23-5:10	DB01393	Bezafibrate	0.1750461973680678	0.9614819702990562	0.6510210803689065	0.7697903058922964	NEU
CPC012_NEU_24H:BRD-K18855837-046-01-4:10	DB01273	Varenicline	-0.16394803827345666	-0.9715120347112758	0.6534422403733956	0.7724892996482093	NEU
LJP007_NPC.CAS9_24H:D06	DB12494	SGI-1776	0.17002040791386613	0.9603494892845225	0.6546711575961709	0.7737779967008177	NPC.CAS9
LJP007_JURKAT_24H:B07	DB07970	5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide	0.1807101816153173	0.9530370549944819	0.6551460968163977	0.7741751841540387	JURKAT
LJP007_NPC.TAK_24H:M08	DB05575	Motesanib	-0.18185254933088454	-0.9548488854874311	0.6553732133403918	0.7742794173716286	NPC.TAK
CPC016_NEU_24H:BRD-A80017228-001-15-8:10	DB00436	Bendroflumethiazide	-0.1669695411096174	-0.966824718092375	0.6561436087898483	0.7750253179475767	NEU
LJP007_NEU_24H:I08	DB06589	Pazopanib	-0.1942921494883326	-0.9553352440232695	0.6567556209287665	0.7755838625120645	NEU
LJP009_NPC.TAK_24H:F02	DB11962	GSK-1059615	-0.1776114597762685	-0.9550269297153513	0.6581942336874052	0.7771094734344793	NPC.TAK
CPC018_NPC_24H:BRD-K54233340-001-02-2:10	DB08597	Dorsomorphin	0.19001858836365987	0.9548366862269586	0.6583263246425568	0.7771094734344793	NPC
CPC016_NEU_24H:BRD-K18250272-003-03-7:10	DB09342	Propoxycaine	0.18973021700149167	0.9552124030807155	0.6593611082394294	0.7781559292033463	NEU
LJP009_NPC.CAS9_24H:O04	DB07101	PD-0325901	0.16816383865486373	0.9677976402709476	0.6594920361601377	0.7781559292033463	NPC.CAS9
CPC006_THP1_6H:BRD-A91699651-316-06-7:10	DB00608	Chloroquine	-0.18861107123978815	-0.9550827355794655	0.6598646538261322	0.7784308106723515	THP1
KHW001_U937_6H:BRD-A23723433-001-01-2:1	DB01229	Paclitaxel	0.16141697127097235	0.9737480706867232	0.6600910470409712	0.7785331138820087	U937
LJP007_NPC_24H:H10	DB09053	Ibrutinib	0.16091736644355598	0.9667404353044473	0.6604567307692307	0.7787996228702543	NPC
LJP008_NPC.TAK_24H:J09	DB05223	Pracinostat	-0.17892670291561494	-0.9577693255717851	0.6614567052203814	0.7797013033687067	NPC.TAK
NMH002_NPC_6H:BRD-K93258693-001-13-2:10	DB07863	2-chloro-5-nitro-N-phenylbenzamide	0.16922591494770697	0.9535750520018079	0.6615011596036264	0.7797013033687067	NPC
CPC015_NPC_24H:BRD-A48720949-001-03-2:10	DB01420	Testosterone propionate	-0.18223652449776584	-0.955683569473838	0.6626535327739268	0.780894459129359	NPC
CPC015_NPC_24H:BRD-K73589491-001-05-4:10	DB00585	Nizatidine	-0.1654739369077508	-0.9686805067590484	0.6634692246203038	0.7816883432025388	NPC
LPROT002_NPC.TAK_6H:I04	DB08877	Ruxolitinib	-0.1680957296598148	-0.9642177749675146	0.6636076856897046	0.7816883432025388	NPC.TAK
CPC015_NPC_24H:BRD-K34157611-001-07-9:10	DB00501	Cimetidine	0.18925559670463657	0.9571499531124571	0.6638537271448663	0.7818129463565361	NPC
LJP008_NPC.TAK_24H:P17	DB11662	Rabusertib	-0.17778593838481443	-0.9528891947220699	0.6646173149309912	0.7825468765157044	NPC.TAK
CPC015_NPC_24H:BRD-A69636825-003-03-9:10	DB00343	Diltiazem	0.17897391193859802	0.9535264545015432	0.6648329258353708	0.7826354231481218	NPC
CPC006_WSUDLCL2_6H:BRD-K81473043-001-04-7:0.35	DB05134	Tanespimycin	-0.17857718564355185	-0.9529927701865417	0.6653645833333334	0.7830959010768582	WSUDLCL2
CPC018_NPC_24H:BRD-A39415247-001-06-2:10	DB00717	Norethisterone	0.17573294201612732	0.9521126242388813	0.6657200331321738	0.783239397889831	NPC
LJP007_JURKAT_24H:A18	DB12742	Amuvatinib	0.17375259971312063	0.9559823706299464	0.6658442559753277	0.783239397889831	JURKAT
CPC015_NPC_24H:BRD-K52397688-001-01-9:10	DB08927	Amperozide	0.1709991256955795	0.954141513303632	0.6659080564406008	0.783239397889831	NPC
LJP008_NEU_24H:J10	DB05223	Pracinostat	0.16867520351497625	0.9639556619466073	0.6671516915241906	0.784536609399966	NEU
CPC016_NPC_24H:BRD-K45401373-001-04-3:10	DB12480	Betulinic Acid	0.17375845143198992	0.9529594913775279	0.667425392008093	0.7845446346617713	NPC
CPC017_NPC_24H:BRD-K91509126-001-04-6:10	DB08399	Piceatannol	-0.1502350143584472	-0.9681139442593344	0.6676767676767676	0.7845446346617713	NPC
CPC006_THP1_6H:BRD-A04352665-001-01-2:10	DB04835	Maraviroc	0.1663809107453918	0.9581961778476321	0.6676945401777616	0.7845446346617713	THP1
CPC015_NPC_24H:BRD-A16665823-001-01-2:10	DB00639	Butoconazole	-0.1909466892214088	-0.9536338398163704	0.6677215189873418	0.7845446346617713	NPC
CPC015_NPC_24H:BRD-K47869605-001-18-9:10	DB12802	Picropodophyllin	-0.1525302374652348	-0.9686495439136725	0.6681735985533453	0.7849103558137718	NPC
CPC006_SKM1_6H:BRD-K28307902-001-10-0:28.96	DB00499	Flutamide	0.1820147664372265	0.9514079878184435	0.6686253934942288	0.7852581468328823	SKM1
CPC006_NOMO1_6H:BRD-K91623615-001-01-9:10	DB12254	ABT-751	-0.17624192970746458	-0.9518748066811985	0.6687514214236979	0.7852581468328823	NOMO1
CPC006_PL21_6H:BRD-A34255068-001-16-2:10	DB04149	(R)-Rolipram	-0.19514727043621596	-0.9548664806487729	0.6695265973554053	0.7858539593974023	PL21
NMH001_NEU_6H:BRD-K04809113-001-01-7:10	DB12771	Hydroxytyrosol	-0.20363514817854014	-0.956565968557006	0.6695408060958492	0.7858539593974023	NEU
NMH002_NPC_24H:BRD-K17561142-003-25-9:10	DB01118	Amiodarone	0.2017151337097525	0.9581592578355137	0.670469328529971	0.7867781131002227	NPC
LJP007_NEU_24H:B07	DB07970	5-[(2-methyl-5-{[3-(trifluoromethyl)phenyl]carbamoyl}phenyl)amino]pyridine-3-carboxamide	0.17340691881611098	0.9595615518916057	0.6718922906676503	0.7882819676239703	NEU
LJP009_NPC.CAS9_24H:M14	DB06314	SGX-523	-0.19000709562156337	-0.9526309547931414	0.6722517368205967	0.7883899688096307	NPC.CAS9
CPC018_NPC_24H:BRD-K32164935-001-17-5:10	DB00839	Tolazamide	-0.21513273688107515	-0.9618969420936351	0.6722672267226723	0.7883899688096307	NPC
LJP008_NEU_24H:O02	DB07101	PD-0325901	0.23152505710347623	0.9635265212914168	0.6731673167316732	0.7892794748553527	NEU
LJP008_NPC.TAK_24H:I09	DB11830	Mocetinostat	0.16884674720322446	0.9683874404630068	0.6742532005689901	0.7903864016764566	NPC.TAK
CPC016_NEU_24H:BRD-K92073408-001-03-3:10	DB00717	Norethisterone	0.19637819179356653	0.9526779821799009	0.6746655774532829	0.790703517393734	NEU
LJP007_NPC_24H:I21	DB13005	Rebastinib	0.1918421245078943	0.9520521469265409	0.6760849679845513	0.7922004649034873	NPC
